,name,ticker,index,industry
1629,"Willfar Information Technology Co., Ltd.",688100.SS,Shanghai,Technology
1630,"Suntar Environmental Technology Co., Ltd.",688101.SS,Shanghai,Utilities
1631,"Suzhou Jinhong Gas Co.,Ltd.",688106.SS,Shanghai,Basic Materials
1632,Sino Medical Sciences Technology Inc.,688108.SS,Shanghai,Healthcare
1633,"Hangzhou Pinming Software Co., Ltd",688109.SS,Shanghai,Technology
1634,"Beijing Kingsoft Office Software, Inc.",688111.SS,Shanghai,Technology
1635,"Jiangsu Liance Electromechanical Technology Co., Ltd.",688113.SS,Shanghai,
1636,"Jiangsu Cnano Technology Co., Ltd.",688116.SS,Shanghai,Technology
1637,"ChengDu ShengNuo Biotec Co.,Ltd.",688117.SS,Shanghai,Healthcare
1638,"Primeton Information Technologies, Inc.",688118.SS,Shanghai,
1639,"Western Superconducting Technologies Co., Ltd.",688122.SS,Shanghai,Industrials
1640,Giantec Semiconductor Corporation,688123.SS,Shanghai,
1641,"National Silicon Industry Group Co., Ltd.",688126.SS,Shanghai,Technology
1642,"Zhejiang Lante Optics Co., Ltd.",688127.SS,Shanghai,Technology
1643,"China National Electric Apparatus Research Institute Co., Ltd.",688128.SS,Shanghai,Industrials
1644,"Donglai Coating Technology (Shanghai) Co., Ltd.",688129.SS,Shanghai,
1645,"Shanghai Haoyuan Chemexpress Co., Ltd.",688131.SS,Shanghai,Healthcare
1646,"Shanghai Titan Scientific Co.,Ltd.",688133.SS,Shanghai,
1647,"Guangdong Leadyo IC Testing Co., Ltd.",688135.SS,Shanghai,
1648,"Shandong Kexing Bioproducts Co,.Ltd",688136.SS,Shanghai,
1649,Shenzhen Qingyi Photomask Limited,688138.SS,Shanghai,Technology
1650,"Qingdao Haier Biomedical Co., Ltd.",688139.SS,Shanghai,Healthcare
1651,"Shanghai SK Automation Technology Co., Ltd.",688155.SS,Shanghai,Industrials
1652,"Road Environment Technology.,Ltd",688156.SS,Shanghai,Utilities
1653,"Hunan Sokan New Materials Co., Ltd.",688157.SS,Shanghai,Basic Materials
1654,"UCloud Technology Co., Ltd.",688158.SS,Shanghai,Technology
1655,"Shenzhen Neoway Technology Co.,Ltd.",688159.SS,Shanghai,Technology
1656,"Kinco Automation (Shanghai) Co.,Ltd",688160.SS,Shanghai,
1657,"Shandong Weigao Orthopaedic Device Co., Ltd.",688161.SS,Shanghai,Healthcare
1658,"EFORT Intelligent Equipment Co., Ltd.",688165.SS,Shanghai,Industrials
1659,"BrightGene Bio-Medical Technology Co., Ltd.",688166.SS,Shanghai,Healthcare
1660,"BeijingABT Networks Co.,Ltd.",688168.SS,Shanghai,
1661,"Beijing Roborock Technology Co., Ltd.",688169.SS,Shanghai,Industrials
1662,"Bio-Thera Solutions, Ltd.",688177.SS,Shanghai,Healthcare
1663,"Nanjing Wondux Environmental Protection Technology Corp., Ltd.",688178.SS,Shanghai,Industrials
1664,"Shanghai Aladdin Biochemical Technology Co.,Ltd",688179.SS,Shanghai,
1665,"Shanghai Junshi Biosciences Co., Ltd.",688180.SS,Shanghai,
1666,"Beijing Bayi Space LCD Technology Co., Ltd.",688181.SS,Shanghai,Technology
1667,"Shengyi Electronics Co., Ltd.",688183.SS,Shanghai,
1668,CanSino Biologics Inc.,688185.SS,Shanghai,
1669,"Zhangjiagang Guangda Special Material Co., Ltd.",688186.SS,Shanghai,Basic Materials
1670,Shanghai Friendess Electronic Technology Corporation Limited,688188.SS,Shanghai,Technology
1671,"Hunan Nucien Pharmaceutical Co., Ltd.",688189.SS,Shanghai,
1672,"Zhiyang Innovation Technology Co., Ltd.",688191.SS,Shanghai,Industrials
1673,"Optowide Technologies Co., Ltd.",688195.SS,Shanghai,Technology
1674,"Longyan Zhuoyue New Energy Co., Ltd.",688196.SS,Shanghai,Basic Materials
1675,"Beijing Balance Medical Technology Co.,Ltd.",688198.SS,Shanghai,
1676,"Tianjin Jiuri New Materials Co., Ltd.",688199.SS,Shanghai,Basic Materials
1677,"Beijing Huafeng Test & Control Technology Co., Ltd.",688200.SS,Shanghai,Technology
1678,"Beijing Infosec Technologies Co.,Ltd.",688201.SS,Shanghai,Technology
1679,Shanghai Medicilon Inc.,688202.SS,Shanghai,Healthcare
1680,"Autel Intelligent Technology Corp., Ltd.",688208.SS,Shanghai,Consumer Cyclical
1681,"Zhejiang Risun Intelligent Technology Co.,Ltd",688215.SS,Shanghai,Industrials
1682,"China Chippacking Technology Co.,Ltd.",688216.SS,Shanghai,Technology
1683,"Shanghai Rightongene Biotechnology Co., Ltd.",688217.SS,Shanghai,Healthcare
1684,"Jiangsu Beiren Robot System Co., Ltd",688218.SS,Shanghai,
1685,"Orinko Advanced Plastics Co.,LTD.",688219.SS,Shanghai,
1686,Frontier Biotechnologies Inc.,688221.SS,Shanghai,
1687,HitGen Inc.,688222.SS,Shanghai,Healthcare
1688,"Wetown Electric Group Co., Ltd.",688226.SS,Shanghai,Industrials
1689,"UCAP Cloud Information Technology Co.,Ltd.",688228.SS,Shanghai,
1690,"Bonree Data Technology Co., Ltd",688229.SS,Shanghai,Technology
1691,Thinkon Semiconductor Jinzhou Corp.,688233.SS,Shanghai,Technology
1692,"Guizhou Aviation Technical Development Co., Ltd",688239.SS,Shanghai,Industrials
1693,Cambricon Technologies Corporation Limited,688256.SS,Shanghai,Technology
1694,"Jiangsu Eazytec Co., Ltd.",688258.SS,Shanghai,
1695,"Suzhou Gyz Electronic Technology Co.,Ltd",688260.SS,Shanghai,Technology
1696,"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",688266.SS,Shanghai,Healthcare
1697,"Guangdong Huate Gas Co., Ltd",688268.SS,Shanghai,
1698,"Kaili Catalyst & New Materials Co.,Ltd.",688269.SS,Shanghai,
1699,Changchun BCHT Biotechnology Co.,688276.SS,Shanghai,
1700,"TINAVI Medical Technologies Co., Ltd.",688277.SS,Shanghai,Healthcare
1701,"Xiamen Amoytop Biotech Co., Ltd.",688278.SS,Shanghai,Healthcare
1702,"MEMSensing Microsystems (Suzhou, China) Co., Ltd.",688286.SS,Shanghai,
1703,"Hangzhou Hopechart IoT Technology Co.,Ltd",688288.SS,Shanghai,Technology
1704,Sansure Biotech Inc.,688289.SS,Shanghai,Healthcare
1705,"Zhejiang Orient Gene Biotech Co., Ltd.",688298.SS,Shanghai,Healthcare
1706,"Ningbo Solartron Technology Co.,Ltd.",688299.SS,Shanghai,Basic Materials
1707,Novoray Corporation,688300.SS,Shanghai,Basic Materials
1708,iRay Technology Company Limited,688301.SS,Shanghai,Healthcare
1709,"Xinjiang Daqo New Energy Co.,Ltd.",688303.SS,Shanghai,Industrials
1710,"KEDE Numerical Control Co., Ltd.",688305.SS,Shanghai,Industrials
1711,"OKE Precision Cutting Tools Co., Ltd.",688308.SS,Shanghai,
1712,Maider Medical Industry Equipment Co. Ltd.,688310.SS,Shanghai,
1713,"Chengdu M&S Electronics Technology Co.,Ltd.",688311.SS,Shanghai,
1714,Shenzhen Yanmade Technology Inc.,688312.SS,Shanghai,Industrials
1715,"Henan Shijia Photons Technology Co., Ltd.",688313.SS,Shanghai,Technology
1716,"Kontour (Xi'an) Medical Technology Co., Ltd.",688314.SS,Shanghai,
1717,"Novogene Co., Ltd.",688315.SS,Shanghai,Healthcare
1718,"Beijing Qingyun Technology Co., Ltd.",688316.SS,Shanghai,Technology
1719,"Shanghai ZJ Bio-Tech Co., Ltd.",688317.SS,Shanghai,Healthcare
1720,"Shenzhen Fortune Trend technology Co., Ltd.",688318.SS,Shanghai,Technology
1721,Chengdu Olymvax Biopharmaceuticals Inc.,688319.SS,Shanghai,Healthcare
1722,"Shenzhen Chipscreen Biosciences Co., Ltd.",688321.SS,Shanghai,Healthcare
1723,"Rayitek Hi-Tech Film Company Ltd., Shenzhen",688323.SS,Shanghai,
1724,"Shenzhen S-king Intelligent Equipment Co., Ltd.",688328.SS,Shanghai,
1725,"Suzhou Iron Technology CO.,LTD.",688329.SS,Shanghai,Healthcare
1726,"Shanghai Holystar Information Technology Co., Ltd.",688330.SS,Shanghai,
1727,"Xi'an Bright Laser Technologies Co.,Ltd.",688333.SS,Shanghai,Industrials
1728,"Shanghai CEO Environmental Protection Technology Co., Ltd",688335.SS,Shanghai,Industrials
1729,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd",688336.SS,Shanghai,
1730,Beijing Succeeder Technology Inc.,688338.SS,Shanghai,Healthcare
1731,"Beijing SinoHytec Co., Ltd.",688339.SS,Shanghai,
1732,"Guangdong Greenway Technology Co., Ltd.",688345.SS,Shanghai,Industrials
1733,"Jiangsu Feymer Technology Co., Ltd.",688350.SS,Shanghai,Basic Materials
1734,"Suzhou Mingzhi Technology Co., Ltd.",688355.SS,Shanghai,Industrials
1735,"Jenkem Technology Co., Ltd.",688356.SS,Shanghai,Basic Materials
1736,"Luoyang Jianlong Micro-nano New Material Co., Ltd",688357.SS,Shanghai,
1737,"Chison Medical Technologies Co., Ltd.",688358.SS,Shanghai,
1738,"Guangzhou Sanfu New Materials Technology Co.,Ltd",688359.SS,Shanghai,Basic Materials
1739,"Damon Technology Group Co.,Ltd.",688360.SS,Shanghai,Industrials
1740,Bloomage BioTechnology Corporation Limited,688363.SS,Shanghai,Basic Materials
1741,"Hangzhou Raycloud Technology Co., Ltd.",688365.SS,Shanghai,Technology
1742,"Shanghai Haohai Biological Technology Co., Ltd.",688366.SS,Shanghai,Healthcare
1743,"Hefei Gocom Information Technology Co.,Ltd.",688367.SS,Shanghai,Industrials
1744,"Shanghai Bright Power Semiconductor Co., Ltd.",688368.SS,Shanghai,Technology
1745,BeiJing Seeyon Internet Software Corp.,688369.SS,Shanghai,Technology
1746,"Nanjing Develop Advanced Manufacturing Co., Ltd.",688377.SS,Shanghai,Energy
1747,"Jilin OLED Material Tech Co., Ltd.",688378.SS,Shanghai,Basic Materials
1748,"Hangzhou Huaguang Advanced Welding Materials Co., Ltd.",688379.SS,Shanghai,Industrials
1749,"Shenzhen Xinyichang Technology Co., Ltd.",688383.SS,Shanghai,Technology
1750,Pan Asian Microvent Tech (Jiangsu) Corporation,688386.SS,Shanghai,
1751,"Guangdong Jiayuan Technology Co.,Ltd.",688388.SS,Shanghai,Basic Materials
1752,"Shenzhen Lifotronic Technology Co., Ltd.",688389.SS,Shanghai,
1753,"Jiangsu Goodwe Power Supply Technology Co., Ltd",688390.SS,Shanghai,Technology
1754,"Guangzhou LBP Medicine Science & Technology Co., Ltd.",688393.SS,Shanghai,Healthcare
1755,"Shenzhen Sine Electric Co.,Ltd.",688395.SS,Shanghai,
1756,China Resources Microelectronics Limited,688396.SS,Shanghai,Technology
1757,"Fujian Supertech Advanced Material Co., Ltd.",688398.SS,Shanghai,Basic Materials
1758,"Jiangsu Bioperfectus Technologies Co., Ltd.",688399.SS,Shanghai,Healthcare
1759,"Arctech Solar Holding Co., Ltd.",688408.SS,Shanghai,Technology
1760,"Genew Technologies Co.,Ltd.",688418.SS,Shanghai,
1761,China Railway Construction Heavy Industry Corporation Limited,688425.SS,Shanghai,Industrials
1762,"GRIPM Advanced Materials Co., Ltd.",688456.SS,Shanghai,
1763,"GreenTech Environmental Co., Ltd.",688466.SS,Shanghai,Utilities
1764,"Chemclin Diagnostics Co., Ltd.",688468.SS,Shanghai,Healthcare
1765,"Jiangsu Aidea Pharmaceutical Co., Ltd.",688488.SS,Shanghai,Healthcare
1766,"Guangdong Lyric Robot Automation Co., Ltd.",688499.SS,Shanghai,Industrials
1767,"HCR Co., Ltd",688500.SS,Shanghai,Technology
1768,"Qingdao Daneng Environmental Protection Equipment Co., Ltd.",688501.SS,Shanghai,Industrials
1769,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd.",688505.SS,Shanghai,Healthcare
1770,Wuxi Chipown Micro-electronics limited,688508.SS,Shanghai,Technology
1771,WUXIHYATECH Co.Ltd,688510.SS,Shanghai,
1772,"Chengdu Easton Biopharmaceuticals Co., Ltd.",688513.SS,Shanghai,Healthcare
1773,"Wuxi Autowell Technology Co.,Ltd.",688516.SS,Shanghai,Industrials
1774,"JinGuan Electric Co., Ltd.",688517.SS,Shanghai,Industrials
1775,"Shenzhen United Winners Laser Co., Ltd.",688518.SS,Shanghai,Industrials
1776,"Nanya New Material Technology Co.,Ltd",688519.SS,Shanghai,
1777,Sinocelltech Group Limited,688520.SS,Shanghai,Healthcare
1778,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",688521.SS,Shanghai,Technology
1779,"Wuhan Keqian Biology Co.,Ltd",688526.SS,Shanghai,Healthcare
1780,"Chengdu Qinchuan IoT Technology Co., Ltd.",688528.SS,Shanghai,Technology
1781,"Dalian Haosen Equipment Manufacturing Co., Ltd.",688529.SS,Shanghai,
1782,"Suzhou Sonavox Electronics Co., Ltd.",688533.SS,Shanghai,Consumer Cyclical
1783,3Peak Incorporated,688536.SS,Shanghai,Technology
1784,"Everdisplay Optronics (Shanghai) Co., Ltd.",688538.SS,Shanghai,Technology
1785,"Xi'an Manareco New Materials Co.,Ltd",688550.SS,Shanghai,
1786,"Hefei Kewell Power System Co.,Ltd.",688551.SS,Shanghai,Technology
1787,"Essence Information Technology Co., Ltd.",688555.SS,Shanghai,Healthcare
1788,"Qingdao Gaoce Technology Co., Ltd",688556.SS,Shanghai,Industrials
1789,"BlueSword Intelligent Technology Co.,Ltd.",688557.SS,Shanghai,
1790,"Nantong Guosheng Intelligence Technology Group Co., Ltd.",688558.SS,Shanghai,Industrials
1791,"Shenzhen Hymson Laser Intelligent Equipments Co., Ltd.",688559.SS,Shanghai,Industrials
1792,"Crown Advanced Material Co., Ltd.",688560.SS,Shanghai,
1793,Qi An Xin Technology Group Inc.,688561.SS,Shanghai,Technology
1794,"Zhejiang Haiyan Power System Resources Environmental Technology Co.,Ltd.",688565.SS,Shanghai,Industrials
1795,"Jiangsu Jibeier Pharmaceutical Co., Ltd.",688566.SS,Shanghai,Healthcare
1796,"Farasis Energy (Gan Zhou) Co., Ltd.",688567.SS,Shanghai,Consumer Cyclical
1797,"Geovis Technology Co.,Ltd",688568.SS,Shanghai,Technology
1798,"Beijing Tieke Shougang Rail Way-Tech Co., Ltd.",688569.SS,Shanghai,Industrials
1799,"Hangzhou Toka Ink Co., Ltd.",688571.SS,Shanghai,
1800,"Shenzhen YHLO Biotech Co., Ltd.",688575.SS,Shanghai,Healthcare
1801,"Zhe Jiang Headman Machinery Co.,Ltd.",688577.SS,Shanghai,Industrials
1802,"Shanghai Allist Pharmaceuticals Co., Ltd.",688578.SS,Shanghai,
1803,"Dareway Software Co.,Ltd.",688579.SS,Shanghai,Technology
1804,"Nanjing Vishee Medical Technology Co., Ltd",688580.SS,Shanghai,Healthcare
1805,"Swancor Advanced Materials Co., Ltd.",688585.SS,Shanghai,Basic Materials
1806,Hefei Jianghang Aircraft Equipment Corporation Ltd.,688586.SS,Shanghai,Industrials
1807,"Linkage Software Co., LTD",688588.SS,Shanghai,Technology
1808,Leaguer (Shenzhen) Microelectronics Corp.,688589.SS,Shanghai,Technology
1809,"Shanghai Newtouch Software Co., Ltd.",688590.SS,Shanghai,
1810,Chipsea Technologies (shenzhen) Corp.,688595.SS,Shanghai,Technology
1811,"Shanghai GenTech Co., Ltd.",688596.SS,Shanghai,Industrials
1812,"Beijing Yupont Electric Power Technology Co., Ltd.",688597.SS,Shanghai,Industrials
1813,"KBC Corporation, Ltd.",688598.SS,Shanghai,Basic Materials
1814,"Trina Solar Co., Ltd",688599.SS,Shanghai,
1815,"AnHui Wanyi Science and Technology Co., Ltd.",688600.SS,Shanghai,Technology
1816,"Wuxi ETEK Microelectronics Co.,Ltd.",688601.SS,Shanghai,Technology
1817,"Hangzhou Alltest Biotech Co., Ltd.",688606.SS,Shanghai,Healthcare
1818,"CareRay Digital Medical Technology Co., Ltd.",688607.SS,Shanghai,Healthcare
1819,"Bestechnic (Shanghai) Co., Ltd.",688608.SS,Shanghai,
1820,"Unionman Technology Co., Ltd.",688609.SS,Shanghai,Technology
1821,"Hangzhou Kelin Electric Co., Ltd.",688611.SS,Shanghai,Industrials
1822,"Allgens Medical Technology CO., LTD.",688613.SS,Shanghai,Healthcare
1823,"Hangzhou Xili Intelligent Technology Co.,Ltd",688616.SS,Shanghai,Industrials
1824,APT Medical Inc.,688617.SS,Shanghai,Healthcare
1825,"3onedata Co., Ltd.",688618.SS,Shanghai,
1826,"ROPEOK Technology Group Co.,Ltd.",688619.SS,Shanghai,Technology
1827,"Beijing Sun-Novo Pharmaceutical Research Co., Ltd.",688621.SS,Shanghai,Healthcare
1828,"GCH Technology Co., Ltd.",688625.SS,Shanghai,Basic Materials
1829,"Xiangyu Medical Co.,Ltd",688626.SS,Shanghai,Healthcare
1830,"Uni-Trend Technology (China) Co., Ltd.",688628.SS,Shanghai,
1831,"Circuit Fabology Microelectronics Equipment Co.,Ltd.",688630.SS,Shanghai,Technology
1832,"Nantong Xingqiu Graphite Co.,Ltd.",688633.SS,Shanghai,Industrials
1833,"Chengdu Zhimingda Electronics Co., Ltd.",688636.SS,Shanghai,Technology
1834,"Anhui Huaheng Biotechnology Co., Ltd.",688639.SS,Shanghai,Healthcare
1835,Shenzhen Xunjiexing Technology Corp. Ltd.,688655.SS,Shanghai,Technology
1836,"HOB Biotech Group Corp.,Ltd",688656.SS,Shanghai,Healthcare
1837,"Youcare Pharmaceutical Group Co., Ltd.",688658.SS,Shanghai,
1838,"Anhui Yuanchen Environmental Protection Science&Technology Co.,Ltd.",688659.SS,Shanghai,Industrials
1839,"Shanghai Electric Wind Power Group Co., Ltd.",688660.SS,Shanghai,Utilities
1840,"Suzhou UIGreen Micro&Nano Technologies Co.,Ltd",688661.SS,Shanghai,Technology
1841,"Guangdong Fuxin Technology Co., Ltd.",688662.SS,Shanghai,Technology
1842,"WindSun Science&Technology Co.,Ltd.",688663.SS,Shanghai,Industrials
1843,"Cubic Sensor and Instrument Co., Ltd",688665.SS,Shanghai,Technology
1844,"Wuhan Lincontrol Automotive Electronics Co., Ltd.",688667.SS,Shanghai,
1845,"Dongguan Dingtong Precision Metal Co., Ltd.",688668.SS,Shanghai,
1846,"Polyrocks Chemical Co., Ltd",688669.SS,Shanghai,Basic Materials
1847,"Hainan Jinpan Smart Technology Co., Ltd.",688676.SS,Shanghai,Industrials
1848,"Qingdao NovelBeam Technology Co.,Ltd.",688677.SS,Shanghai,
1849,"Freewon China Co.,Ltd.",688678.SS,Shanghai,
1850,"Anhui Tongyuan Environment Energy Saving Co.,Ltd",688679.SS,Shanghai,
1851,"Shanghai HIUV New Materials Co.,Ltd",688680.SS,Shanghai,Industrials
1852,"Shandong Kehui Power Automation Co.,Ltd.",688681.SS,Shanghai,Industrials
1853,"Shanghai Hollywave Electronic System Co., Ltd.",688682.SS,Shanghai,Technology
1854,"GuangDong Leary New Material Technology Co.,Ltd",688683.SS,Shanghai,Basic Materials
1855,Jiangsu Maixinlin Aviation Science and Technology Corp.,688685.SS,Shanghai,Industrials
1856,"OPT Machine Vision Tech Co., Ltd.",688686.SS,Shanghai,
1857,"Beijing Kawin Technology Share-Holding Co., Ltd.",688687.SS,Shanghai,Healthcare
1858,"Changzhou Galaxy Century Microelectronics Co.,Ltd.",688689.SS,Shanghai,Technology
1859,"Suzhou Nanomicro Technology Co., Ltd.",688690.SS,Shanghai,Basic Materials
1860,"Chengdu Xgimi Technology Co.,Ltd.",688696.SS,Shanghai,Technology
1861,"Suzhou Veichi Electric Co., Ltd.",688698.SS,Shanghai,
1862,"Shenzhen Sunmoon Microelectronics Co., Ltd",688699.SS,Shanghai,Technology
1863,"Kunshan Dongwei Technology Co.,Ltd.",688700.SS,Shanghai,Industrials
1864,Anhui Ronds Science & Technology Incorporated Company,688768.SS,Shanghai,Technology
1865,"Zhejiang Supcon Technology Co., Ltd.",688777.SS,Shanghai,Industrials
1866,"ShenZhen Consys Science&Technology Co., Ltd.",688788.SS,Shanghai,
1867,Hangzhou Honghua Digital Technology Stock Company LTD.,688789.SS,Shanghai,Industrials
1868,"Shenzhen Breo Technology Co., Ltd.",688793.SS,Shanghai,
1869,"Hunan Warrant Pharmaceutical Co.,Ltd.",688799.SS,Shanghai,
1870,"Suzhou Recodeal Interconnect System Co.,Ltd",688800.SS,Shanghai,Industrials
1871,"Tianneng Battery Group Co., Ltd.",688819.SS,Shanghai,Consumer Cyclical
1872,Semiconductor Manufacturing International Corporation,688981.SS,Shanghai,
1873,Ninebot Limited,689009.SS,Shanghai,
1874,INESA Intelligent Tech Inc.,900901.SS,Shanghai,Technology
1875,"Shanghai Shibei Hi-Tech Co.,Ltd.",900902.SS,Shanghai,Real Estate
1876,"Dazhong Transportation (Group) Co., Ltd.",900903.SS,Shanghai,Industrials
1877,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",900904.SS,Shanghai,Healthcare
1878,"Lao Feng Xiang Co., Ltd.",900905.SS,Shanghai,Consumer Cyclical
1879,"Shanghai Zhongyida Co., Ltd.",900906.SS,Shanghai,Basic Materials
1880,"Shanghai Chlor-Alkali Chemical Co., Ltd.",900908.SS,Shanghai,Basic Materials
1881,Shanghai Huayi Group Corporation Limited,900909.SS,Shanghai,Basic Materials
1882,"Shanghai Highly (Group) Co., Ltd.",900910.SS,Shanghai,Industrials
1883,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd",900911.SS,Shanghai,Real Estate
1884,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",900912.SS,Shanghai,Industrials
1885,Shanxi Guoxin Energy Corporation Limited,900913.SS,Shanghai,Energy
1886,"Shanghai Jin Jiang Online Network Service Co., Ltd.",900914.SS,Shanghai,Industrials
1887,"Zhonglu.Co.,Ltd",900915.SS,Shanghai,Consumer Cyclical
1888,"Shanghai Phoenix Enterprise (Group) Co., Ltd.",900916.SS,Shanghai,Consumer Cyclical
1889,"Shanghai Haixin Group Co., Ltd.",900917.SS,Shanghai,Industrials
1890,"Shanghai Yaohua Pilkington Glass Group Co., Ltd.",900918.SS,Shanghai,Basic Materials
1891,Shanghai New Power Automotive Technology Company Limited,900920.SS,Shanghai,Industrials
1892,"Danhua Chemical Technology Co.,Ltd",900921.SS,Shanghai,Basic Materials
1893,"Shanghai Sanmao Enterprise (Group) Co., Ltd.",900922.SS,Shanghai,Consumer Cyclical
1894,"Shanghai Bailian (Group) Co., Ltd.",900923.SS,Shanghai,Consumer Cyclical
1895,"Shang Gong Group Co., Ltd.",900924.SS,Shanghai,Industrials
1896,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",900925.SS,Shanghai,Industrials
1897,"Shanghai Baosight Software Co.,Ltd.",900926.SS,Shanghai,Technology
1898,"Shanghai Material Trading Co., Ltd.",900927.SS,Shanghai,Industrials
1899,"Shanghai Lingang Holdings Co.,Ltd.",900928.SS,Shanghai,Real Estate
1900,"Shanghai Jinjiang International Travel Co., Ltd.",900929.SS,Shanghai,Consumer Cyclical
1901,"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",900932.SS,Shanghai,Real Estate
1902,"Shanghai Jin Jiang International Hotels Co., Ltd.",900934.SS,Shanghai,Consumer Cyclical
1903,"Inner Mongolia Erdos Resources Co.,ltd.",900936.SS,Shanghai,Consumer Cyclical
1904,"HNA Technology Co.,Ltd.",900938.SS,Shanghai,Technology
1905,"Shanghai Huili Building Materials Co., Ltd.",900939.SS,Shanghai,Consumer Cyclical
1906,Greattown Holdings Ltd.,900940.SS,Shanghai,Real Estate
1907,"Eastern Communications Co., Ltd.",900941.SS,Shanghai,Technology
1908,"Huangshan Tourism Development Co.,Ltd.",900942.SS,Shanghai,Consumer Cyclical
1909,Shanghai Kai Kai Industry Company Limited,900943.SS,Shanghai,Consumer Cyclical
1910,"Hunan Tyen Machinery Co.,Ltd",900946.SS,Shanghai,Industrials
1911,"Shanghai Zhenhua Heavy Industries Co., Ltd.",900947.SS,Shanghai,Industrials
1912,"Inner Mongolia Yitai Coal Co., Ltd.",900948.SS,Shanghai,Energy
1913,"Jinzhou Port Co., Ltd.",900952.SS,Shanghai,Industrials
1914,"KAMA Co.,Ltd.",900953.SS,Shanghai,Industrials
1915,"Shanghai Lingyun Industries Development Co., Ltd",900957.SS,Shanghai,Utilities
